ADC_filtered,ADC_diff,current,charging_time,time
745, 0, 16, 8.00, 35306952
744, -1, 16, 8.00, 35319008
744, 0, 16, 8.00, 35333848
745, 1, 16, 8.00, 35345900
744, -1, 16, 8.00, 35357892
744, 0, 16, 8.00, 35370004
743, -1, 16, 8.00, 35381988
743, 0, 16, 8.00, 35394024
743, 0, 16, 8.00, 35406084
743, 0, 16, 8.00, 35418152
743, 0, 16, 8.00, 35430204
742, -1, 16, 8.00, 35442248
742, 0, 16, 8.00, 35454352
742, 0, 16, 8.00, 35466348
743, 1, 16, 8.00, 35478396
767, 24, 16, 8.00, 35490444
828, 61, 16, 8.00, 35512212
838, 10, 16, 8.00, 35524288
855, 17, 16, 8.00, 35536364
855, 0, 16, 8.00, 35548444
818, -37, 16, 8.00, 35563268
806, -12, 16, 8.00, 35575392
797, -9, 16, 8.00, 35587532
790, -7, 16, 8.00, 35599584
787, -3, 16, 8.00, 35611636
784, -3, 16, 8.00, 35623684
780, -4, 16, 8.00, 35635716
777, -3, 16, 8.00, 35647756
776, -1, 16, 8.00, 35659800
774, -2, 16, 8.00, 35671924
772, -2, 16, 8.00, 35684020
770, -2, 16, 8.00, 35696056
770, 0, 16, 8.00, 35708100
769, -1, 16, 8.00, 35720096
768, -1, 16, 8.00, 35732116
768, 0, 16, 8.00, 35744152
767, -1, 16, 8.00, 35756144
766, -1, 16, 8.00, 35768192
765, -1, 16, 8.00, 35782984
765, 0, 16, 8.00, 35795032
764, -1, 16, 8.00, 35807028
764, 0, 16, 8.00, 35819064
763, -1, 16, 8.00, 35831056
762, -1, 16, 8.00, 35843108
761, -1, 16, 8.00, 35855144
761, 0, 16, 8.00, 35867180
760, -1, 16, 8.00, 35879168
760, 0, 16, 8.00, 35891224
759, -1, 16, 8.00, 35903212
759, 0, 16, 8.00, 35915256
758, -1, 16, 8.00, 35927236
758, 0, 16, 8.00, 35939280
757, -1, 16, 8.00, 35951260
757, 0, 16, 8.00, 35963300
757, 0, 16, 8.00, 35975292
756, -1, 16, 8.00, 35987280
756, 0, 16, 8.00, 35997104
755, -1, 16, 8.00, 36009120
756, 1, 16, 8.00, 36021164
756, 0, 16, 8.00, 36033140
755, -1, 16, 8.00, 36045128
754, -1, 16, 8.00, 36057180
754, 0, 16, 8.00, 36069292
753, -1, 16, 8.00, 36081272
753, 0, 16, 8.00, 36093312
754, 1, 16, 8.00, 36105308
754, 0, 16, 8.00, 36117292
754, 0, 16, 8.00, 36129276
753, -1, 16, 8.00, 36141260
754, 1, 16, 8.00, 36153312
754, 0, 16, 8.00, 36165292
754, 0, 16, 8.00, 36177284
753, -1, 16, 8.00, 36189280
752, -1, 16, 8.00, 36201324
752, 0, 16, 8.00, 36222868
753, 1, 16, 8.00, 36234780
751, -2, 16, 8.00, 36246768
751, 0, 16, 8.00, 36258808
750, -1, 16, 8.00, 36270808
750, 0, 16, 8.00, 36282920
750, 0, 16, 8.00, 36294972
751, 1, 16, 8.00, 36307036
750, -1, 16, 8.00, 36319028
750, 0, 16, 8.00, 36331120
750, 0, 16, 8.00, 36343112
749, -1, 16, 8.00, 36355112
749, 0, 16, 8.00, 36367156
769, 20, 16, 8.00, 36379200
764, -5, 16, 8.00, 36391344
807, 43, 16, 8.00, 36403452
865, 58, 16, 8.00, 36415536
888, 23, 16, 8.00, 36427672
864, -24, 16, 8.00, 36437600
839, -25, 16, 8.00, 36449792
824, -15, 16, 8.00, 36461992
814, -10, 16, 8.00, 36474208
810, -4, 16, 8.00, 36486412
807, -3, 16, 8.00, 36498464
801, -6, 16, 8.00, 36510596
799, -2, 16, 8.00, 36522708
794, -5, 16, 8.00, 36541596
792, -2, 16, 8.00, 36553644
790, -2, 16, 8.00, 36565676
789, -1, 16, 8.00, 36577712
788, -1, 16, 8.00, 36589752
787, -1, 16, 8.00, 36601796
